kStretchTreeDepth	LongLivedTreeDepth	kArraySize	kMinTreeDepth	kMaxTreeDepth	GC Itertations	Heap Size	Time Elapsed
21	18	500000	4	16	566	195223552	8149
21	18	500000	4	16	570	195223552	8165
21	18	500000	4	16	568	195223552	8133
21	18	500000	4	16	570	195223552	8294
21	18	500000	4	16	569	195223552	8033
21	19	500000	4	16	317	203612160	6796
21	19	500000	4	16	318	203612160	6673
21	19	500000	4	16	318	203612160	6839
21	19	500000	4	16	316	203612160	6462
21	19	500000	4	16	317	203612160	6800
21	19	500000	4	16	317	203612160	6496
21	19	500000	4	16	318	203612160	6487
21	19	500000	4	16	317	203612160	6678
21	19	500000	4	16	318	203612160	6775
21	19	500000	4	16	317	203612160	6464
21	19	500000	4	16	317	203612160	6518
21	19	500000	4	16	315	203612160	6603
21	19	500000	4	16	317	203612160	6857
21	19	500000	4	16	317	203612160	6697
21	19	500000	4	16	317	203612160	6740
21	19	500000	4	16	318	203612160	6803
21	19	500000	4	16	317	203612160	6505
21	19	500000	4	16	317	203612160	6699
21	19	500000	4	16	317	203612160	6560
21	19	500000	4	16	317	203612160	6765
21	19	500000	4	16	318	203612160	6471
21	19	500000	4	16	317	203612160	6768
21	19	500000	4	16	318	203612160	6677
21	19	500000	4	16	317	203612160	6773
21	19	500000	4	16	316	203612160	6781
21	19	500000	4	16	317	203612160	6702
21	19	500000	4	16	317	203612160	6471
21	19	500000	4	16	318	203612160	6801
21	19	500000	4	16	317	203612160	6451
21	19	500000	4	16	317	203612160	6672
